날짜,토론,label
2020.11.09 18:38,추미애는 민주당서 파견한 민주당법무장관?,
2020.11.09 18:20,40만 가서 놀자. 이제 ...30만원대 조정은 다 겪었다.,1 
2020.11.09 17:22,이번주 추천주,
2020.11.09 17:21,미쳤다..,
2020.11.09 17:09,카카오 네이버 솔직히 카카오사고싶은데 가격적으로,1 
2020.11.09 17:08,"400,000 원에 10,000,000 주만 사 두거라",1 
2020.11.09 17:04,흑우들아 짖어라ㅋㅋ,
2020.11.09 16:02,20억개미유튜버 카카오는 걱정안하셔도됩니다,1 
2020.11.09 15:59,내일은 카카오 입니다.,1 
2020.11.09 15:51,주식방 광고충들 개역겹노ㅋㅋㅋ,
2020.11.09 15:45,☆☆《카카오》마감시황《속보》 ☆☆,
2020.11.09 15:30,수고많으셨어요!,
2020.11.09 15:24,트럼프 때문인가요?,
2020.11.09 15:52,트럼프 때문인가요?,
2020.11.09 15:13,경상도 아줌마들 대화,
2020.11.09 15:12,그래 이거지ㅋㅋ픽코마,
2020.11.09 15:09,개잡쥬,0 
2020.11.09 14:58,실적! 실적! 실적이다!!!,
2020.11.09 14:58,천천히 가자,1 
2020.11.09 14:50,그래도 잘 버티네요.,1 
2020.11.09 14:26,버려,0 
2020.11.09 14:23,애쓴다.,
2020.11.09 14:16,11월중 신고가 돌파 가능,1 
2020.11.09 13:23,형님들,
2020.11.09 12:44,카카오 개미 들이 제일 멍청,0 
2020.11.09 12:23,앵두방송캤따..개미들 폭락 대피 vi 발동,
2020.11.09 12:18,이번주 40만원 안착할것,1 
2020.11.09 12:16,카카오는,
2020.11.09 12:11,매도하면 후회합니다,1 
2020.11.09 12:05,단기적으로는 별로 먹을 게 없는 주식!,0 
2020.11.09 12:00,38이 고점임,0 
2020.11.09 11:52,빠떼루들이 다시 오리네! 야는 네릴랑가?,0 
2020.11.09 11:51,왜 카카오만안오르는거냐 이차전지로간다 지쳤다,0 
2020.11.09 11:50,종가,
2020.11.09 11:42,매도팁,
2020.11.09 11:38,33만까지,
2020.11.09 11:34,"추미애, 윤석열 중 누가 적폐일까요?",
2020.11.09 11:34,"바이든,친환경,법인세 인상,독 과점 규제,금리인상,",
2020.11.09 11:32,파란불,0 
2020.11.09 11:30,이유,
2020.11.09 11:21,오르것징...,1 
2020.11.09 11:19,아 샤브레,
2020.11.09 11:18,텨,0 
2020.11.09 11:17,오늘 다 불장인데 ㅋㅋㅋ,0 
2020.11.09 11:16,어지러워~,
2020.11.09 11:04,외인들 주특기 개미들 뒷통수치기,
2020.11.09 11:01,"카카오 '픽코마', 전세계 만화 앱 매출 1위",1 
2020.11.09 10:54,지금이거 팔아야하나,0 
2020.11.09 10:47,빨리나와라,
2020.11.09 10:40,매도,0 
2020.11.09 10:40,지금 파는 인간들은 머냐...,
2020.11.09 10:39,또 그새 팔았제 또또 어이그...,
2020.11.09 10:36,손절.유영두,
2020.11.09 10:35,오늘은 여기카지 ㅎㅎ,
2020.11.09 10:35,잘 먹고갑니다..불안해서 매도,0 
2020.11.09 10:34,느낌이 쎄하네요..,0 
2020.11.09 10:22,좋은 주식은 결국 실적과 성장,
2020.11.09 10:21,500000간다홀딩,1 
2020.11.09 10:18,개미야 팔아다오 제발매도해라,
2020.11.09 10:17,훗,
2020.11.09 10:07,외인은 팔고 개미는 사는,
2020.11.09 10:07,전기차가 쌩쌩,
2020.11.09 10:05,여기 82층에 사람 있어요!!,
2020.11.09 10:05,HMM,
2020.11.09 10:04,ㅂ바떼루 전기전 이 너무 강하네! 주도주가,
2020.11.09 10:02,나까무라 이놈 구조대네,
2020.11.09 10:00,또사자,1 
2020.11.09 09:57,2021년 카카오 100만원 갑니다,1 
2020.11.09 09:57,카카오에게 명한다. 40만에서 놀아라.,1 
2020.11.09 09:50,cs증권 물량 던졌다,0 
2020.11.09 09:47,카카오랑,
2020.11.09 09:43,아침에 물량털린,
2020.11.09 09:42,형들 우리가 외인 기관한테 휘둘릴 필요가 뭐가있어!,
2020.11.09 09:41,"400,000 원에 10,000,000 주만 사 두거라",1 
2020.11.09 09:40,카카오는 프로그램 동향보면 됨,
2020.11.09 09:39,오늘 38만찍자,1 
2020.11.09 09:37,이번엔 쪼금 익절 하고 팔았습니다.,0 
2020.11.09 09:37,코스피 200 신고점,
2020.11.09 09:32,증권사에서 추천올라온건데..,
2020.11.09 09:30,약한 모습 보이지만,
2020.11.09 09:29,조정받을때가왔나 와이러노,0 
2020.11.09 09:28,오전에 조루개미 털고,1 
2020.11.09 09:27,장 이제 시작이다! 승질머리들이 그리 급헤서,
2020.11.09 09:26,왜,
2020.11.09 09:22,OOO 들,
2020.11.09 09:21,증권사 추전은 매도 사인,0 
2020.11.09 09:20,대장,
2020.11.09 09:19,지금이 단기 고점!,0 
2020.11.09 09:17,아직까지는 상승추새 로 보여.지며,1 
2020.11.09 09:13,앵두가,
2020.11.09 09:25,앵두가,
2020.11.09 09:09,안보이던 안티가많아졌네,
2020.11.09 09:06,코스피가 떡상이라,
2020.11.09 08:50,오늘은 일단 전약 후강으로 보고,1 
2020.11.09 08:48,오늘장 기대됩니다,1 
2020.11.09 08:45,카카오 3분기 실적 분석,
2020.11.09 08:41,나수닥 선물이 상승중에 있어서 오늘도,1 
2020.11.09 08:22,손절.유영두,
2020.11.09 08:52,손절.유영두,
2020.11.09 08:09,"[수급포착테마] 카카오등 인터넷 대표주, MLCC(적층세라믹콘덴서), 재난/안전(지진 등), 반도체 장비 매수세 포착",1 
2020.11.09 07:51,좃카오에서 갓카오로 갈려면,
2020.11.09 06:08,##[뉴스] 고립된 트럼프,
2020.11.09 04:13,"387,000원 중요하다",
2020.11.09 00:55,카카오가 왜 오르는지,
2020.11.08 23:48,종토방에 이악물고 안티질하는놈들,
2020.11.08 23:22,코로나 터지면서,
2020.11.08 23:22,종토만 기웃거리는거 보면 네이버금융에서 주식데이터 자주 보지?,
2020.11.08 23:11,네이버 외인 보유율이 56%인데 반해서...,
2020.11.08 22:59,"1주일 달렸으니,",
2020.11.08 22:17,잡음에 반응하지 마시고 기업가치 산업성장성 10년을 보고 투자하세요,1 
2020.11.08 22:05,플렛폼 확장성,
2020.11.08 21:26,실적으로 카카오 옹호하는데,1 
2020.11.08 21:19,카카오는 주식의 ㅈ자도 모르는애들이 들어가냐,
2020.11.08 20:18,내일도,
2020.11.08 19:56,증권사에서 추천 하던데..불길하다,0 
2020.11.08 19:19,낼~~,
2020.11.08 17:51,"##[뉴스]트럼프, …대선 승복 논의중",
2020.11.08 17:32,건물주 되는 방법 !,
2020.11.08 17:26,장기투자 걱정없음,1 
2020.11.08 16:22,카카오페이 + 뱅크 = 카카오,
2020.11.08 15:59,러시안 룰렛,
2020.11.08 15:46,카카오는,
2020.11.08 15:28,까까오,
2020.11.08 15:25,추미애 삼행시 3,
2020.11.08 14:24,ㅋㅋㅋㅋ카카오 미리미리 안사두고 뭐했냐?,1 
2020.11.08 13:31,카카오 종토방은 얌전하네요ㅎㅎ,
2020.11.08 13:19,앵두씨는 주식도 미국 대통령도,
2020.11.08 13:13,트럼프가 대법원가면 이긴다,
2020.11.08 13:07,ㅋㅋ근거없는 찬티천국,0 
2020.11.08 12:41,손절 앵두가 그랬었지,
2020.11.08 12:21,손절.유영두,
2020.11.08 12:06,얘는 연말까지 죽갈듯 하네요,1 
2020.11.08 11:16,바이든 당선 내일부터,
2020.11.08 11:05,세계 똘아이 지도자들의 퇴장,
2020.11.08 08:05,"년말목표가 987,000 원 제시합니다",1 
2020.11.08 04:45,바이든 당선으로 제피모건탈출하면,0 
2020.11.08 03:13,누가 더비싼 가격에,
2020.11.07 23:17,종토만 기웃거리는거 보면 네이버금융에서 주식데이터 자주 보지?,
2020.11.07 22:17,다음주 장 예상,
2020.11.07 22:16,트럼프 소송하면 합법적 재선 대통령 4년 가능하다,
2020.11.07 22:15,하 시발,
2020.11.07 22:46,하 시발,
2020.11.07 22:13,팔지마 이OOO들아,0 
2020.11.07 22:11,쌍끌이 매수,1 
2020.11.08 09:19,다음주도 상승세 예상,1 
2020.11.07 21:21,승부사.,
2020.11.07 20:54,안녕. 형 왔다. 매출이 아무리 높아도,
2020.11.07 20:26,카카오,
2020.11.07 20:12,카카오 이번주 중권사 추천주이네요..,1 
2020.11.07 19:41,냉정히 연말까지 얼마갈까요?,
2020.11.07 19:33,탈출혀,0 
2020.11.07 19:33,유투버 왜 욕하지?,
2020.11.07 17:41,미국 대선에 대한 불확실성이,
2020.11.07 16:55,미상원 민주당 승리 블루웨이브 엄습~~,
2020.11.07 16:14,좆영두 피해자가 많은데,
2020.11.07 15:21,카카오 몰빵했는데,1 
2020.11.07 15:09,카카오는,
2020.11.07 15:16,카카오는,
2020.11.07 12:33,나도주주 중고거래를 통해 즐거움을,
2020.11.07 12:18,"500,000간다홀딩 곧 간다",1 
2020.11.07 11:28,여그가 주식 토론방이지 국립 국어원이냐?,
2020.11.07 10:45,"400,000 원에 10,000,000 주만 사 두거라 ㅡ언능",1 
2020.11.07 10:40,"카카오 목표가 490,000 원 제시 ㅡ삼성증권",1 
2020.11.07 09:39,박회장 전환사채권,
2020.11.07 07:55,뉴스보고 사는놈들,
2020.11.07 06:19,담주가 기데대네 ㅋ 상승 으로 쭉욱,1 
2020.11.07 04:19,아잇 C8 이놈 언제 이렇게 올라갔냐?,1 
2020.11.07 03:17,올 겨울 대박이 날수도 잇는 주식,1 
2020.11.07 03:01,나카무라 요놈,
2020.11.07 01:49,'아직 카카오는' 목소리의 시작,
2020.11.07 01:48,과연 카카오가 버텨낼 수 있을까,0 
2020.11.07 01:14,형들 나 고민중인데 월요일에 시초가로 살까말까,
2020.11.07 01:13,시끄러운 추미애를 서울시장으로ㆍ 영웅 윤석열을 법무장관으로 조웅천을 검찰총장으로 ㆍ금태섭을 서울중앙지검장으로,
2020.11.07 01:11,1월달,
2020.11.07 01:05,코스피 황제주 대장주들...,
2020.11.06 23:18,2021년 카카오 영업이익 1조 돌파 예상,1 
2020.11.06 22:48,주식 고인물 있으면 좀 도와줘봐요,
2020.11.06 21:59,종가에 진입했는데 엄청 불안하네요,0 
2020.11.06 21:51,2021년 카카오 100만원 갑니다,1 
2020.11.06 21:51,카카오,
2020.11.06 21:50,오르락 내리락,
2020.11.06 21:39,증권사,
2020.11.06 21:10,신고가 42만 재돌파합니다,1 
2020.11.06 21:05,제가 주식 초보라 좀 알려주세여ㅠㅠ,
2020.11.06 20:55,나스닥 선물이 1%넘게 하낙하고,0 
2020.11.06 20:55,나스닥 선물이 1%넘게 하낙하고,0 
2020.11.06 20:07,현재 미 대선 난리난 상황;;;,
2020.11.06 19:53,이무레도 유데금융자본이 주도주를 카카오에서,
2020.11.06 19:35,"웹젠, 분기 매출 1000억원 뚫었다",
2020.11.06 19:25,또시작,
2020.11.06 18:30,카카오가,
2020.11.06 18:28,오빠들 3억 오또캐여?,
2020.11.06 18:53,오빠들 3억 오또캐여?,
2020.11.06 18:24,어제 하락때 네이버->카카오로,
2020.11.06 18:19,앵두회장 말듣고 375에 추매했다가 물렸네 ㅋㅋㅋ,0 
2020.11.06 18:18,오늘 이평선 싹 다 뚫었다,
2020.11.06 18:07,떨어지길 바라지만,0 
2020.11.06 18:05,장기 우상향,1 
2020.11.06 17:52,증시 흐를때 열심히 줍줍해서,1 
2020.11.06 17:38,님들 혹시 닷컴버블이라고 아세요 ?,0 
2020.11.06 17:35,아 내년에 액분좀 하지 개미들을 위해서,
2020.11.06 17:14,나스닥 12천 돌파 곧 양전,1 
2020.11.06 16:59,팔지마 이OOO들아,
2020.11.06 16:57,하 시발,
2020.11.06 16:57,개인이 팔아야 올라간다,
2020.11.06 15:55,☆☆《카카오》마감시황《속보》 ☆☆,
2020.11.06 15:53,40 밑에서 파는건,
2020.11.06 15:50,캬? 퉤,
2020.11.06 15:45,목표가 50,1 
2020.11.06 15:42,3주동안 하락한거 한주만에 만회했네,1 
2020.11.06 15:42,개미들 ?케 팔아요,
2020.11.06 15:45,개미들 ?케 팔아요,
2020.11.06 15:34,이번주 5일내내 다 올랐네 오랜만이다 빨간맛,1 
2020.11.06 15:27,안 팔았심다.,
2020.11.06 15:21,궁금한게 있는데요,
2020.11.06 15:18,동학대장이 명령한다! 단 한주도 내어주지 말라!,1 
2020.11.06 15:11,매도벽은 지네가 쳐세워놓고 밑에서 모아가네,
2020.11.06 15:09,튀어라 생각있음,0 
2020.11.06 15:07,38.6,
2020.11.06 15:02,가즈아 약속의 세시!,1 
2020.11.06 15:01,아니 이거,
2020.11.06 14:59,쌍팔련들아 물량치워,
2020.11.06 14:56,카카오,
2020.11.06 14:50,코로나 대장주가 비실 비실 거리면 쓰나.,1 
2020.11.06 14:46,쌍끌이 매수,1 
2020.11.06 14:43,개미들 털어내고,
2020.11.06 14:42,이거지금,
2020.11.06 14:42,자자,
2020.11.06 14:42,빠떼루는 전고점 근접했다!!,
2020.11.06 14:38,심약개미들,
2020.11.06 14:35,아까 자기자신보고 형이라고 했던사람 글 내렸네 ㅋㅋㅋ,
2020.11.06 14:35,갓카오,1 
2020.11.06 14:34,개미들 독박썼네.....단기 꼭지 나왔다...대피해라~~~,0 
2020.11.06 14:31,이제 내려가는일만남았네,0 
2020.11.06 14:30,개 잡주시발 엘지나나살걸 개잡주사서,0 
2020.11.06 14:30,카카오,
2020.11.06 14:28,이거뭐지,
2020.11.06 14:26,오늘 종가 38층,
2020.11.06 14:25,카카오 실적 안보이나 ㅋㅋ,
2020.11.06 14:21,긴 윗꼬리 캔들,
2020.11.06 14:20,참,
2020.11.06 14:17,혹시 오늘도 물린 흑우 형님들 계십니까?,
2020.11.06 14:17,오늘,
2020.11.06 14:16,영두때매 망친다니깐,
2020.11.06 14:11,개미들은 이럴때 파니 돈 못바는겨,
2020.11.06 14:10,개미털고 다시 가잖아,1 
2020.11.06 14:09,그새 또 팔았어?,
2020.11.06 14:05,나스닥 선물이 계속해서 하낙폭이 확대,0 
2020.11.06 14:03,[필독] 트럼프가 대통령된다! 일본은 멸망!,
2020.11.06 14:01,오늘 금요일이지,
2020.11.06 14:01,물렷으면 대처법,
2020.11.06 14:00,개관은,0 
2020.11.06 13:59,개관,0 
2020.11.06 13:59,개인,
2020.11.06 13:58,37.85에 절반만 뺐는데 개손해봤네 폭락한다 OOO 아까 다팔껄,0 
2020.11.06 13:57,car car five,
2020.11.06 13:54,프로그램 매도,
2020.11.06 13:54,핸들한번 씨게,
2020.11.06 13:53,빼면 또 털리는거야,1 
2020.11.06 13:50,오전에,
2020.11.06 13:48,왜 안티글이 없냐 불안하게,
2020.11.06 13:46,카카오,
2020.11.06 13:38,기관 단타쟁이들,0 
2020.11.06 13:37,33살에 1억 7천 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,
2020.11.06 13:35,자 곧 또한번출발,1 
2020.11.06 13:34,지금사는 흑말랑카우없제?,
2020.11.06 13:26,여기 댓글 내용들 2~3일 정도 전 꺼만 가서 봐봐라.,
2020.11.06 13:25,손절.유영두,
2020.11.06 13:23,38선이 오늘 최고였는듯..,
2020.11.06 13:16,카카오,
2020.11.06 13:15,기관텁니다.. 조심,0 
2020.11.06 13:11,카카오 40 가겟내염,1 
2020.11.06 13:00,지금 매수해도 돌까요?,
2020.11.06 13:09,지금 매수해도 돌까요?,
2020.11.06 12:58,기회 줄 때 털고 나와라...,0 
2020.11.06 12:56,센코~소룩스 땡큐 가자,
2020.11.06 12:55,연내 신고가,1 
2020.11.06 12:54,나 앵두해장이다. 다들 필독해라,
2020.11.06 12:39,지난주 그렇게 안오른다고 지롤하던분들,1 
2020.11.06 12:39,얼마까지 갈까?,
2020.11.06 12:37,41층에서 기다릴게,1 
2020.11.06 12:36,이정도 먹고 매도,0 
2020.11.06 12:33,긴긴밤 물새울고,
2020.11.06 12:32,팍팍,
2020.11.06 12:31,카카오다이어트,
2020.11.06 12:29,40전에는,
2020.11.06 12:28,네이버에서 왔슴돠...,1 
2020.11.06 12:21,카카오달력 삿읍니다.올려주세요,1 
2020.11.06 12:20,탈출하시는 분들 많은데 40층도 그냥 탈출해야하나 으음.,0 
2020.11.06 12:18,e커머스전자상거래카카오Lㅔ0l버2종목외국인연속대량매수,1 
2020.11.06 12:14,내년에 오십넘어간다,1 
2020.11.06 12:10,제이피모간 들어왔네 ㅎㅎ,1 
2020.11.06 12:08,기사왜이리시끄럽냐,
2020.11.06 12:03,국민청원 동의 요청드립니다.,
2020.11.06 11:59,네이버 카카오로 단타쳤을때의 말로,
2020.11.06 11:55,형들 38층 언제와?,
2020.11.06 11:49,나수닥 선물이 하락폭을 점차 키우고 있네요 !단타쟁이들은,0 
2020.11.06 11:46,재무를 보세요,
2020.11.06 11:45,성장성을 봤을땐,
2020.11.06 11:40,연기금 그만좀 쳐던져라,0 
2020.11.06 11:29,1차 목표가 ~~,
2020.11.06 11:27,지나친 단기 급등,0 
2020.11.06 11:30,바이오종목가서 씨부리세요,
2020.11.06 11:27,12시말하는 호재가 카카오 택배회사 인수,1 
2020.11.06 11:24,###속보,
2020.11.06 11:21,12시부터 피크타임이다 애드라,
2020.11.06 11:18,이거 계속 들고있어도,
2020.11.06 11:42,이거 계속 들고있어도,
2020.11.06 11:18,개미들 다털리네,0 
2020.11.06 11:18,"추미애, 윤석열 중 누가 검찰개혁의 적폐일까요?",
2020.11.06 11:16,리포트 고마해라...,
2020.11.06 11:05,앵두 방송준비중,
2020.11.06 11:04,Sk케미칼ㆍsk디스커버리 만만세네ㅣ,
2020.11.06 11:03,연말 까지 들고 간다~,1 
2020.11.06 11:02,앵두또설치면 폭락인데,0 
2020.11.06 10:55,덩치가 너무 커서 날라다니지는 않지만..,
2020.11.06 10:54,꿈틀꿈틀,
2020.11.06 10:53,호재가,1 
2020.11.06 10:53,외인.기관 설거지하려는데 개미꼬시기 엄청하는데,
2020.11.06 10:50,40만원에 산 사람 있나요?,
2020.11.06 10:41,[총기를자유소지하고있는 국민은 함부로못한다],
2020.11.06 10:41,외인들이 물량사줄때 수익실현 하고 나오세요,0 
2020.11.06 10:36,화끈하게좀 올려라,
2020.11.06 10:34,이제 시작이다,1 
2020.11.06 10:31,카카오 50만원 미만은 팔지마세요!!,1 
2020.11.06 10:31,355매도 오늘 탈출!,0 
2020.11.06 10:30,목표가얼마보시는지요?,
2020.11.06 11:16,목표가얼마보시는지요?,
2020.11.06 10:29,페이크도 의심 해봐야 !전강후약은 될줄알?지만 너무 빠리네러서,0 
2020.11.06 10:24,게미가 샀다가 팔았다가 하는건 감정의,
2020.11.06 10:23,거품과다주,0 
2020.11.06 10:18,손절.유영두,0 
2020.11.06 10:15,개미들만 팔고 있는거 같은데 상승각 아닌가요?,1 
2020.11.06 10:14,1달 고생하고 탈출 하네요,0 
2020.11.06 10:12,카카오 10년 붙들고 있으면 부자된다니깐..참으로.,1 
2020.11.06 10:11,내년에 현금배당,
2020.11.06 10:11,난 떨어져도 안팔았쥐~,1 
2020.11.06 10:10,상매도,
2020.11.06 14:22,상매도,
2020.11.06 10:08,요즘,
2020.11.06 10:07,카카오 게임즈 상장으로 실탄 든든해..,1 
2020.11.06 10:06,텨,0 
2020.11.06 10:05,50층도,
2020.11.06 10:03,나수닥 선물 43%하낙중,0 
2020.11.06 10:02,오늘도 장 궁금하시죠?,
2020.11.06 10:02,주린이들 필독,
2020.11.06 10:00,느낌이 쎄하네요..,0 
2020.11.06 09:59,아 물렸었는데!~~~,
2020.11.06 09:58,엥두가 주도주 밴경?데 ㅋㅋ 배러리로,
2020.11.06 09:58,탈출합니다~ 건승하세요,0 
2020.11.06 09:57,어제 매수하라니께,1 
2020.11.06 09:57,와 나 39층인데 올해안에 구조대가 올줄은 몰랐다,1 
2020.11.06 09:56,며칠전에32까지 내려갔다,1 
2020.11.06 09:54,무서워서 손절함,0 
2020.11.06 09:53,육개장 얻어먹으러왔다~~,0 
2020.11.06 09:53,고마워요,
2020.11.06 09:53,다시한벅 나수닥 서물 하락중 참고요,0 
2020.11.06 09:52,아나랑진짜안맞는주식인건가요ㅜ,
2020.11.06 09:51,역시 존버는 성공한다 37에 물려 눈물짓던 나날들,1 
2020.11.06 09:51,카카오주주분들,
2020.11.06 09:50,이 주식은 38만원대가 단기 고점,0 
2020.11.06 09:49,나수닥 선물 하락이다 참고헤라!,0 
2020.11.06 09:47,또,
2020.11.06 09:47,다시 오른다!!!,1 
2020.11.06 09:46,수익실현했어요,0 
2020.11.06 09:46,텨,0 
2020.11.06 09:45,찬양하지마 버러1지들아,0 
2020.11.06 09:45,내가 어제 팔고나가니,
2020.11.06 09:46,내가 어제 팔고나가니,
2020.11.06 09:45,아니 주식을 왜 '탈출'하려는 마음으로 하냐,
2020.11.06 09:44,앵두형을 찬양해라 보람패밀리 팍팍,
2020.11.06 09:40,모건이 형님,
2020.11.06 09:37,카카오에서 많이 벌었었다,
2020.11.06 09:37,신규가 많을수록 주가는 올라간다~,1 
2020.11.06 09:37,시간상 너무 일찍 네려왔네 다시 올라,1 
2020.11.06 09:36,★2000000/2025~2030(매 분기~매 년 실적 고성장중),1 
2020.11.06 09:35,주린이들필독,
2020.11.06 09:35,카카오,
2020.11.06 09:32,개관 그동안 턴거 다시사고 있잖아 팔지마,1 
2020.11.06 09:31,아직 매도할때 아니가벼,1 
2020.11.06 09:31,카카오 더 오르긴 하겠다,1 
2020.11.06 09:30,앵두형이 맞았던걸까 ㅎㄷㄷ,
2020.11.06 09:29,께께오,
2020.11.06 09:29,카카오,
2020.11.06 09:28,외인들 개미들 꼬시기에 넘어가지마라,
2020.11.06 09:27,오늘도 시작은 모건형님이다,1 
2020.11.06 09:27,두중에서 카카오로 갈아타길,1 
2020.11.06 09:26,당신이 카톡이필요없다고생각할때,
2020.11.06 09:26,근 한달을 마음졸였는데,
2020.11.06 09:25,ㅎㅎ 다들 기뿜니까? 불안과 기뿜은 한몸 입니다!,
2020.11.06 09:25,쫄지마세요,1 
2020.11.06 09:24,20 30 40은 카카오로 부자됩시다.,1 
2020.11.06 09:23,역시 종목선정이 중요,
2020.11.06 09:22,40층 주민입니다 ㅎ,
2020.11.06 09:22,이 기세면 진짜 40만원 다시 뚫겠는데?,1 
2020.11.06 09:21,카카오 저력 무섭다 ㅋㅋㅋ,1 
2020.11.06 09:21,카카오는,
2020.11.06 09:21,이 머선 일이고??,
2020.11.06 09:21,어? 많이갈거 같은데?,1 
2020.11.06 09:20,카카오,
2020.11.06 09:20,아직 난 목말라요,1 
2020.11.06 09:19,역시 갓카오,1 
2020.11.06 09:19,두중이 패데기 치고,
2020.11.06 09:18,저만 무섭나요,
2020.11.06 09:18,37층 주민입니다,
2020.11.06 09:18,뭐하니 안사고,1 
2020.11.06 09:17,다시 41보겠지,1 
2020.11.06 09:17,이제 올라가나요...,1 
2020.11.06 09:17,그냥 재미삼아 6주넣어봤는데 이게뭐람 오늘 40층가즈아,1 
2020.11.06 09:17,카카오 12퍼 수익 달달하네~,1 
2020.11.06 09:16,시바 어제 정리했는데 ㅠㅠㅠ,1 
2020.11.06 09:15,종토방 난리났네요,
2020.11.06 09:15,아직 멀었어요 여러분..,1 
2020.11.06 09:15,38고지가 눈앞이다!!!!,1 
2020.11.06 09:15,팍 팍 올라라! 산이 높으면 골로 가나니,1 
2020.11.06 09:15,40층가쟈,1 
2020.11.06 09:14,역시!!!,
2020.11.06 09:14,와 드디어 흑자 전환,1 
2020.11.06 09:14,앵두행님 사랑합니다,
2020.11.06 09:14,카태식,
2020.11.06 09:13,암카오,0 
2020.11.06 09:13,외국인 재입성.,1 
2020.11.06 09:13,선생님들,
2020.11.06 09:13,오늘 얼마까지 얼마나 전망하시나요??,
2020.11.06 09:13,프로그램 미친듯이사네,1 
2020.11.06 09:12,연말 50이 꿈이 아니네,1 
2020.11.06 09:11,39뚫을까요?,
2020.11.06 09:11,영두형님 평단가,
2020.11.06 09:11,와...,
2020.11.06 09:10,카카오는ㄱ,1 
2020.11.06 09:10,유대금융자본을 의심해?,1 
2020.11.06 09:10,손절.유영두,0 
2020.11.06 09:08,안티야 등장해줘~~~오후에 떡락한다고 해줘!,1 
2020.11.06 09:08,전우들 오늘은 38층에서 야영한다.!,
2020.11.06 09:08,다시 간다고 했냐 안했냐?,1 
2020.11.06 09:07,상한가 가나,1 
2020.11.06 09:07,안전밸트 메삼.,
2020.11.06 09:07,머선12go,
2020.11.06 09:07,가즈악!!!!!!!!!,1 
2020.11.06 09:07,머선 129아침부터,
2020.11.06 09:02,영두 팍팍!,
2020.11.06 09:09,영두 팍팍!,
2020.11.06 09:00,전국 돌격하라,1 
2020.11.06 09:00,돌격!!!!,1 
2020.11.06 09:00,성장 ING ~,1 
2020.11.06 08:49,거러지새끼들 안티어디갓니?,1 
2020.11.06 08:43,기회는한번뿐 2500>2500,
2020.11.06 08:29,오늘코스피2500찍는대요,
2020.11.06 08:22,(언론기사)바이든 최대 수혜주는 진단키트주,
2020.11.06 08:09,이 렐리가 미쿡 부양첵 나올때카지 이어질까?,
2020.11.06 08:08,아직도 바이든 트럼프 기술주 타령하는 바보있냐?,
2020.11.06 08:05,100% 예언한다..,
2020.11.06 08:05,유대자본은 바이든을 택했고,
2020.11.06 08:04,당분간 우상향입니다,1 
2020.11.06 08:00,오늘,
2020.11.06 07:51,실적! 실적! 실적이다!,
2020.11.06 07:50,##[뉴스]트럼프 개표소송 줄줄이 기각,
2020.11.06 07:46,"“카카오, 50만원 넘긴다”",1 
2020.11.06 07:26,응답하라~ 40층 들리는가? 오바? 좀만 버텨라 포기하면 안된다.,1 
2020.11.06 07:05,미국 기술주 폭등,1 
2020.11.06 06:46,배당,
2020.11.06 03:02,역쉬,
2020.11.06 01:02,■미국바이든 정책주 폭등중■,
2020.11.06 00:49,내일?,
2020.11.05 23:52,11월5일 상한가 및 급등주,
2020.11.05 23:07,네이버 카카오만 오늘 쉰이유뭐지,0 
2020.11.05 22:38,자기돈 지키려는찬티 싸게사고싶어하는안티,
2020.11.05 22:29,"★150~200만/2025,12(오로지존버로 장투하라)",1 
2020.11.05 22:13,이거 어떤 정보 때문에 오르고 있는거죠?,
2020.11.05 22:11,[카카오뱅크] 한번 더 편리해진 카카오뱅크 2.0,1 
2020.11.05 21:43,전글에도 말씀드려지만 올해까지만 주식하세요,
2020.11.05 22:25,전글에도 말씀드려지만 올해까지만 주식하세요,
2020.11.05 21:01,파란불일때 그렇게 사라고 사정을 헤도,1 
2020.11.05 20:57,역시 카카오는 진짜구나,1 
2020.11.05 21:26,전분명히 말씀드려써요,
2020.11.05 20:45,트럼프당선될거라던,
2020.11.05 20:38,개미들 독박썼네.....손절 영두 주의보...,0 
2020.11.05 19:59,모건스탠리 장사 잘하네,
2020.11.05 19:51,많이 올랐네ㅠㅠ,1 
2020.11.05 19:46,"카카오그룹, 무슨 일있나요",
2020.11.05 19:21,내일,
2020.11.05 18:56,박그네 죄순실 정경심 윤미향,
2020.11.05 18:52,2021년 카카오 100만원 갑니다,1 
2020.11.05 19:12,2021년 카카오 100만원 갑니다,1 
2020.11.05 18:47,곧,
2020.11.05 18:43,낼장 증시,
2020.11.05 18:12,역시나,
2020.11.05 18:04,박그네 죄순실 정경심,
2020.11.05 18:02,★ 2413이면 박스권 거의 최상단임 ★,
2020.11.05 17:56,나수닥 선물 계속 폭등ㅇ네 ㅎㅎ 하긴 오를려면,0 
2020.11.05 17:47,갈놈은 가겠지만 수직으로 상승하는건 아닐진데,
2020.11.05 17:44,20 30 40은 카카오로 부자됩시다.,1 
2020.11.05 17:35,카카오 길게보세요^^,1 
2020.11.05 17:29,카카고 역대 최고매출,1 
2020.11.05 17:25,갈 놈은 간다 줍줍,1 
2020.11.05 17:19,앵두 요새 방송 신났다 팍팍!!!!,
2020.11.05 16:55,기관쉐리들,0 
